complaint_text,category,department,priority,resolution_time_days
"Small inconvenience in Kondapur Hyderabad because of potholes, kindly review. RefL473",Roads & Infrastructure,PWD,Low,15
"Routine complaint from Perungudi Chennai on garbage, not urgent but needs attention. RefL155",Sanitation & Garbage,Municipal Corporation,Low,11
"Salt Lake Kolkata has medical problem sometimes, response is slow and there is delay. RefM482",Healthcare,Health Department,Medium,5
"Average level water shortage seen in Kankarbagh Patna, issue pending from 1 days. RefM304",Water Supply,Municipal Corporation,Medium,3
"Please improve broken roads in Kankarbagh Patna, this is a minor suggestion. RefL221",Roads & Infrastructure,PWD,Low,9
"In Miyapur Hyderabad we have severe no doctor for 9 days, please fix urgently. RefH209",Healthcare,Health Department,High,2
"Please improve potholes in Adyar Chennai, this is a minor suggestion. RefL186",Roads & Infrastructure,PWD,Low,14
"In Kakadeo Kanpur we have severe late buses for 4 days, please fix urgently. RefH236",Public Transport,Transport Department,High,2
"Andheri East Mumbai facing unhygienic continuously for 8 days, urgent action needed. RefH127",Sanitation & Garbage,Municipal Corporation,High,2
"Routine complaint from Miyapur Hyderabad on late buses, not urgent but needs attention. RefL166",Public Transport,Transport Department,Low,8
"Please improve waste in Noida Sector 62, this is a minor suggestion. RefL239",Sanitation & Garbage,Municipal Corporation,Low,9
"In Mayur Vihar Delhi we have severe pipeline isssue for 5 days, please fix urgently. RefH220",Water Supply,Municipal Corporation,High,3
"Since 4 days in Mayur Vihar Delhi, dump and service is completely down. RefH141",Sanitation & Garbage,Municipal Corporation,High,2
"Please improve no doctor in Anna Nagar Chennai, this is a minor suggestion. RefL76",Healthcare,Health Department,Low,8
"Average level garbage seen in Ameerpet Hyderabad, issue pending from 2 days. RefM323",Sanitation & Garbage,Municipal Corporation,Medium,3
"In Karol Bagh Delhi we have severe road damage for 7 days, please fix urgently. RefH200",Roads & Infrastructure,PWD,High,1
"Routine complaint from Karol Bagh Delhi on late buses, not urgent but needs attention. RefL82",Public Transport,Transport Department,Low,15
"Please improve late buses in Kondapur Hyderabad, this is a minor suggestion. RefL75",Public Transport,Transport Department,Low,11
There is transport style delay in service at Gomti Nagar Lucknow due to road damage. RefM228,Roads & Infrastructure,PWD,Medium,3
"In Ashok Vihar Delhi, no water is moderate but regular from last 1 days. RefM122",Water Supply,Municipal Corporation,Medium,4
"In Patia Bhubaneswar we have severe appointment slot delay for 6 days, please fix urgently. RefH91",Government Services,Revenue Department,High,3
"In Vaishali Ghaziabad we have severe dumping for 4 days, please fix urgently. RefH484",Sanitation & Garbage,Municipal Corporation,High,1
"pipeline issue not working in Perungudi Chennai from 7 days, situation is very high impact. RefH423",Water Supply,Municipal Corporation,High,2
"Average level certificate not updated seen in Aliganj Lucknow, isssue pending from 1 days. RefM350",Government Services,Revenue Department,Medium,7
"In Ameerpet Hyderabad we have severe no doctor for 8 days, please fix urgently. RefH132",Healthcare,Health Department,High,1
"When possible, improve application pending at Adyar Chennai; issue is low priority now. RefL364",Government Services,Revenue Department,Low,13
"Please improve hospital issue in Nerul Navi Mumbai, this is a minor suggestion. RefL377",Healthcare,Health Department,Low,7
"Please improve late buses in Andheri East Mumbai, this is a minor suggestion. RefL439",Public Transport,Transport Department,Low,12
"Average level bad roads seen in Lalpur Ranchi, issue pending from 2 days. RefM102",Roads & Infrastructure,PWD,Medium,3
"In Andheri East Mumbai, unhygienic is moderate but regular from last 1 days. RefM92",Sanitation & Garbage,Municipal Corporation,Medium,7
"Small inconvenience in Laxmi Nagar Delhi because of bus delay, kindly review. RefL376",Public Transport,Transport Department,Low,13
"road damage not working in Lalpur Ranchi from 8 days, situation is very high impact. RefH494",Roads & Infrastructure,PWD,High,1
"In Vaishali Ghaziabad, late buses is moderate but regular from last 2 days. RefM131",Public Transport,Transport Department,Medium,6
"Anna Nagar Chennai facing road damage continuously for 5 days, urgent action needed. RefH116",Roads & Infrastructure,PWD,High,2
"Saket Delhi has dumping sometimes, response is slow and there is delay. RefM477",Sanitation & Garbage,Municipal Corporation,Medium,5
There is transport style delay in service at Kankarbagh Patna due to token not generated. RefM322,Government Services,Revenue Department,Medium,5
"Routine complaint from Sector 21 Gurugram on bus delay, not urgent but needs attention. RefL187",Public Transport,Transport Department,Low,13
"In Miyapur Hyderabad we have severe record mismatch for 3 days, please fix urgently. RefH140",Government Services,Revenue Department,High,3
"Since 7 days in Banashankari Bengaluru, transport issue and service is completely down. RefH12",Public Transport,Transport Department,High,1
"In Ashok Vihar Delhi, no buses is moderate but regular from last 2 days. RefM376",Public Transport,Transport Department,Medium,3
"When possible, improve no electricity at Thane West; issue is low priority now. RefL163",Electricity,Electricity Board,Low,11
"Small inconvenience in Andheri East Mumbai because of medical problm, kindly review. RefL293",Healthcare,Health Department,Low,13
"When possible, improve voltage issue at Patia Bhubaneswar; issue is low priority now. RefL114",Electricity,Electricity Board,Low,14
"Hinjewadi Pune has waste sometimes, response is slow and there is delay. RefM162",Sanitation & Garbage,Municipal Corporation,Medium,6
"In Nerul Navi Mumbai we have severe trash for 7 days, plese fix urgently. RefH456",Sanitation & Garbage,Municipal Corporation,High,3
There is transport style delay in service at Kakadeo Kanpur due to token not generated. RefM119,Government Services,Revenue Department,Medium,3
"Since 9 days in Bopal Ahmedabad, pipeline issue and service is completely down. RefH437",Water Supply,Municipal Corporation,High,2
"medical problem not working in Kothrud Pune from 3 days, situation is very high impact. RefH307",Healthcare,Health Department,High,3
"Since 3 days in Andheri East Mumbai, medical problem and service is completely down. RefH363",Healthcare,Health Department,High,3
"Please improve medical problem in Karol Bagh Delhi, this is a minor suggestion. RefL188",Healthcare,Health Department,Low,11
"In Patia Bhubaneswar, voltage issue is moderate but regular from last 1 days. RefM240",Electricity,Electricity Board,Medium,5
There is transport style delay in service at Lalpur Ranchi due to no buses. RefM362,Public Transport,Transport Department,Medium,3
"Small inconvenience in Viman Nagar Pune because of broken roads, kindly review. RefL151",Roads & Infrastructure,PWD,Low,8
"In Rajendra Nagar Patna, portal status stuck is moderate but regular from last 1 days. RefM497",Government Services,Revenue Department,Medium,4
"Routine complaint from Banashankari Bengaluru on transport issue, not urgent but needs attention. RefL40",Public Transport,Transport Department,Low,10
"In Rajendra Nagar Patna we have severe hospital issue for 5 days, please fix urgently. RefH181",Healthcare,Health Department,High,1
"Since 5 days in T Nagar Chennai, road damage and service is completely down. RefH39",Roads & Infrastructure,PWD,High,3
"In Gachibowli Hyderabad, no electricity is moderate but regular from last 1 days. RefM471",Electricity,Electricity Board,Medium,4
"trash not working in Ashok Vihar Delhi from 3 days, situation is very high impact. RefH379",Sanitation & Garbage,Municipal Corporation,High,2
"In Ashok Vihar Delhi we have severe bad roads for 7 days, please fix urgently. RefH326",Roads & Infrastructure,PWD,High,3
"transport issue not working in Indiranagar Bengaluru from 4 days, situation is very high impact. RefH166",Public Transport,Transport Department,High,1
"verification not completed not working in Adyar Chennai from 8 days, situation is very high impact. RefH273",Government Services,Revenue Department,High,3
"Average level road damage seen in Patia Bhubaneswar, issue pending from 2 days. RefM298",Roads & Infrastructure,PWD,Medium,4
There is transport style delay in service at Miyapur Hyderabad due to application pending. RefM406,Government Services,Revenue Department,Medium,6
"Small inconvenience in Whitefield Bengaluru because of supply problem, kindly review. RefL500",Water Supply,Municipal Corporation,Low,10
"Routine complaint from Saket Delhi on blackout, not urgent but needs attention. RefL478",Electricity,Electricity Board,Low,15
"Please improve water shortage in Saket Delhi, this is a minor suggestion. RefL10",Water Supply,Municipal Corporation,Low,9
"Since 3 days in Nerul Navi Mumbai, dump and service is completely down. RefH218",Sanitation & Garbage,Municipal Corporation,High,1
"Since 7 days in Kakadeo Kanpur, bus delay and service is completely down. RefH40",Public Transport,Transport Department,High,3
"Average level road damage seen in Karol Bagh Delhi, issue pending from 1 days. RefM403",Roads & Infrastructure,PWD,Medium,4
"Howrah Maidan facing bad roads continuously for 6 days, urgent action needed. RefH11",Roads & Infrastructure,PWD,High,3
"Routine complaint from Behala Kolkata on bus delay, not urgent but needs attention. RefL250",Public Transport,Transport Department,Low,13
"In Viman Nagar Pune we have severe portal status stuck for 5 days, please fix urgently. RefH469",Government Services,Revenue Department,High,2
"Average level no water seen in Whitefield Bengaluru, issue pending from 1 days. RefM276",Water Supply,Municipal Corporation,Medium,3
"In Miyapur Hyderabad, broken roads is moderate but regular from last 1 days. RefM235",Roads & Infrastructure,PWD,Medium,4
"Please improve verification not completed in Ashok Vihar Delhi, this is a minor suggestion. RefL462",Government Services,Revenue Department,Low,14
"When possible, improve no electricity at Dwarka Delhi; issue is low priority now. RefL450",Electricity,Electricity Board,Low,8
"Average level no electricity seen in Lalpur Ranchi, isssue pending from 1 days. RefM436",Electricity,Electricity Board,Medium,4
"In Anna Nagar Chennai we have severe road damage for 5 days, plese fix urgently. RefH445",Roads & Infrastructure,PWD,High,2
"appointment slot dely not working in Vaishali Ghaziabad from 4 days, situation is very high impact. RefH21",Government Services,Revenue Department,High,2
"In Banashankari Bengaluru we have severe broken roads for 9 days, plese fix urgently. RefH305",Roads & Infrastructure,PWD,High,2
"no doctor not working in Anna Nagar Chennai from 4 days, situation is very high impact. RefH440",Healthcare,Health Department,High,1
"Small inconvenience in Andheri East Mumbai because of outage, kindly review. RefL380",Electricity,Electricity Board,Low,14
"Small inconvenience in Salt Lake Kolkata because of application pending, kindly review. RefL28",Government Services,Revenue Department,Low,14
"Average level transport issue seen in Dwarka Delhi, issue pending from 2 days. RefM432",Public Transport,Transport Department,Medium,6
There is transport style delay in service at Salt Lake Kolkata due to pipeline issue. RefM367,Water Supply,Municipal Corporation,Medium,4
